Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
447.523273,TraderOne,Tick,1047,1002,45,-45,125500,125000,50991,409409,418409,OK
447.776258,TraderOne,Tick,1047,1002,45,-45,125500,125000,50991,409409,418409,OK
448.014748,TraderOne,Tick,1047,1002,45,-45,125100,124900,50991,409409,418409,OK
448.325102,TraderOne,Tick,1047,1002,45,-45,125100,124900,50991,409409,418409,OK
448.459806,TraderOne,Tick,1047,1002,45,-45,125100,124900,50991,409409,418409,OK
448.758129,TraderOne,Tick,1047,1002,45,-45,124400,124900,50991,409409,400409,OK
449.01087,TraderOne,Tick,1047,1002,45,-45,124400,125000,50991,409409,400409,OK
449.271774,TraderOne,Tick,1047,1002,45,-45,124400,125000,50991,409409,400409,OK
449.460631,TraderOne,Tick,1047,1002,45,-45,124600,125000,50991,409409,400409,OK
449.754539,TraderOne,Tick,1047,1002,45,-45,124600,125000,50991,409409,400409,OK
450.094403,TraderOne,Tick,1047,1002,45,-45,124600,125200,50991,409409,400409,OK
450.281072,TraderOne,Tick,1047,1002,45,-45,125600,125200,50991,409409,418409,OK
450.477783,TraderOne,Tick,1047,1048,-1,1,125700,125200,52147,431253,431053,OK
450.718172,TraderOne,Tick,1047,1048,-1,1,125700,125200,52147,431253,431053,OK
451.03467,TraderOne,Tick,1047,1048,-1,1,125800,125300,52147,431253,431053,OK
451.288235,TraderOne,Tick,1047,1048,-1,1,125800,125400,52147,431253,431053,OK
451.555202,TraderOne,Tick,1047,1048,-1,1,125800,125200,52147,431253,431053,OK
451.802266,TraderOne,Tick,1047,1048,-1,1,125800,125200,52147,431253,431053,OK
452.004688,TraderOne,Tick,1047,1048,-1,1,125800,125100,52147,431253,431053,OK
452.264386,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
452.49309,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
452.79018,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
452.990054,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
453.283425,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
453.553487,TraderOne,Tick,1047,1048,-1,1,124600,125000,52147,431253,431453,OK
454.047777,TraderOne,Tick,1047,1048,-1,1,124600,124900,52147,431253,431453,OK
454.270727,TraderOne,Tick,1047,1048,-1,1,124600,124900,52147,431253,431453,OK
454.523285,TraderOne,Tick,1047,1048,-1,1,124600,124900,52147,431253,431453,OK
454.758931,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
455.118718,TraderOne,Tick,1047,1048,-1,1,124600,124700,52147,431253,431353,OK
455.297778,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
455.494999,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
455.760513,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
455.969979,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
456.276653,TraderOne,Tick,1047,1048,-1,1,124600,124800,52147,431253,431453,OK
456.551381,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
456.789967,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
457.038743,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
457.209442,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
457.53028,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
457.74907,TraderOne,Tick,1047,1048,-1,1,125100,124800,52147,431253,431053,OK
458.135358,TraderOne,Tick,1047,1048,-1,1,125100,124500,52147,431253,431053,OK
458.260144,TraderOne,Tick,1047,1068,-21,21,124800,124500,52646,436754,432554,OK
458.557441,TraderOne,Tick,1047,1068,-21,21,124800,124500,52646,436754,432554,OK
458.76863,TraderOne,Tick,1047,1068,-21,21,124800,124500,52646,436754,432554,OK
459.002204,TraderOne,Tick,1047,1068,-21,21,124800,124500,52646,436754,432554,OK
459.230851,TraderOne,Tick,1047,1068,-21,21,124800,124500,52646,436754,432554,OK
459.540041,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
459.80933,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
460.022783,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
460.21473,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
460.537226,TraderOne,Tick,1047,1068,-21,21,124800,124900,52646,436754,438854,OK
460.784392,TraderOne,Tick,1047,1068,-21,21,124800,124900,52646,436754,438854,OK
460.991921,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
461.26339,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
461.50155,TraderOne,Tick,1047,1068,-21,21,124800,124800,52646,436754,436754,OK
461.761486,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
462.001301,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
462.235909,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
462.494724,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
462.781645,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
463.045707,TraderOne,Tick,1047,1068,-21,21,124800,124700,52646,436754,434654,OK
463.244332,TraderOne,Tick,1047,1068,-21,21,124600,124700,52646,436754,438854,OK
463.479064,TraderOne,Tick,1047,1068,-21,21,125300,125000,52646,436754,432554,OK
464.11615,TraderOne,Tick,1047,1068,-21,21,125300,125400,52646,436754,438854,OK
464.552425,TraderOne,Tick,1088,1068,20,21,125300,125400,53673,-4701573,437827,OK
464.78438,TraderOne,Tick,1088,1068,20,-20,125300,125400,53673,431627,429627,OK
465.00943,TraderOne,Tick,1088,1068,20,-20,124800,125400,53673,431627,427627,OK
465.341978,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
465.522323,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
465.765417,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
466.006407,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
466.226996,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
466.50995,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
466.70209,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
467.042304,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
467.291902,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
467.455501,TraderOne,Tick,1088,1068,20,-20,124800,125100,53673,431627,427627,OK
467.779192,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
467.996134,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
468.239882,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
468.495431,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
468.961781,TraderOne,Tick,1088,1068,20,-20,125200,124600,53673,431627,435627,OK
469.049906,TraderOne,Tick,1088,1068,20,-20,125200,124600,53673,431627,435627,OK
469.238059,TraderOne,Tick,1088,1068,20,-20,125200,124600,53673,431627,435627,OK
469.538997,TraderOne,Tick,1088,1068,20,-20,125200,124600,53673,431627,435627,OK
469.775873,TraderOne,Tick,1088,1068,20,-20,125200,124600,53673,431627,435627,OK
469.969182,TraderOne,Tick,1088,1068,20,-20,125200,124700,53673,431627,435627,OK
470.275582,TraderOne,Tick,1088,1068,20,-20,125200,124800,53673,431627,435627,OK
470.617372,TraderOne,Tick,1088,1068,20,-20,125200,124800,53673,431627,435627,OK
470.800349,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
471.005444,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
471.454977,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
471.619812,TraderOne,Tick,1088,1068,20,-20,124800,124800,53673,431627,431627,OK
471.729989,TraderOne,Tick,1088,1108,-20,20,124800,124800,54671,438629,438629,OK
472.037733,TraderOne,Tick,1088,1108,-20,20,124800,124800,54671,438629,438629,OK
472.296354,TraderOne,Tick,1088,1108,-20,20,124800,124800,54671,438629,438629,OK
472.605555,TraderOne,Tick,1088,1108,-20,20,124800,124600,54671,438629,434629,OK
472.787358,TraderOne,Tick,1088,1108,-20,20,124800,124600,54671,438629,434629,OK
473.037457,TraderOne,Tick,1088,1108,-20,20,124800,124600,54671,438629,434629,OK
473.240884,TraderOne,Tick,1088,1108,-20,20,124800,124600,54671,438629,434629,OK
473.684242,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
473.735231,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
473.960562,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
474.269302,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
474.521414,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
474.753754,TraderOne,Tick,1088,1108,-20,20,124800,124400,54671,438629,434629,OK
475.15184,TraderOne,Tick,1088,1108,-20,20,125000,124400,54671,438629,434629,OK
475.483706,TraderOne,Tick,1088,1128,-40,20,124800,124300,55170,2934130,440130,OK
475.501929,TraderOne,Tick,1088,1128,-40,40,124800,124300,55170,446130,438130,OK
475.730717,TraderOne,Tick,1088,1163,-75,75,124800,124300,56043,459257,444257,OK
476.010515,TraderOne,Tick,1088,1171,-83,83,124600,124300,56243,461457,444857,OK
476.288804,TraderOne,Tick,1088,1171,-83,83,124600,124300,56243,461457,444857,OK
476.548625,TraderOne,Tick,1088,1171,-83,83,124600,124300,56243,461457,444857,OK
476.810458,TraderOne,Tick,1088,1171,-83,83,124600,124500,56243,461457,453157,OK
478.682122,TraderOne,Tick,1088,1171,-83,83,124500,124000,56243,461457,444857,OK
479.408519,TraderOne,Tick,1088,1171,-83,83,124500,124300,56243,461457,444857,OK
479.629899,TraderOne,Tick,1088,1171,-83,83,124400,124400,56243,461457,461457,OK
479.706699,TraderOne,Tick,1088,1171,-83,83,124400,124400,56243,461457,461457,OK
480.264682,TraderOne,Tick,1088,1171,-83,83,125000,124500,56243,461457,444857,OK
480.693355,TraderOne,Tick,1088,1171,-83,83,125000,124300,56243,461457,444857,OK
480.938281,TraderOne,Tick,1088,1171,-83,83,125000,124000,56243,461457,444857,OK
481.165676,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
481.248304,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
481.522198,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
481.768114,TraderOne,Tick,1088,1188,-100,100,124400,124100,56666,466134,446134,OK
481.993538,TraderOne,Tick,1088,1188,-100,100,124400,124100,56666,466134,446134,OK
482.226945,TraderOne,Tick,1088,1188,-100,100,124400,124100,56666,466134,446134,OK
483.183998,TraderOne,Tick,1088,1188,-100,100,124400,123900,56666,466134,446134,OK
483.400935,TraderOne,Tick,1088,1188,-100,100,124400,123900,56666,466134,446134,OK
483.546406,TraderOne,Tick,1088,1188,-100,100,124400,123900,56666,466134,446134,OK
483.817966,TraderOne,Tick,1088,1188,-100,100,124400,123900,56666,466134,446134,OK
484.086508,TraderOne,Tick,1088,1188,-100,100,124400,123900,56666,466134,446134,OK
484.402523,TraderOne,Tick,1088,1188,-100,100,124400,123700,56666,466134,446134,OK
484.464293,TraderOne,Tick,1088,1188,-100,100,124400,123700,56666,466134,446134,OK
484.756473,TraderOne,Tick,1088,1188,-100,100,124300,123700,56666,466134,446134,OK
485.323271,TraderOne,Tick,1088,1188,-100,100,124300,123700,56666,466134,446134,OK
485.714719,TraderOne,Tick,1088,1188,-100,100,124300,123700,56666,466134,446134,OK
485.784683,TraderOne,Tick,1088,1188,-100,100,124300,123700,56666,466134,446134,OK
486.012781,TraderOne,Tick,1088,1188,-100,100,124300,123700,56666,466134,446134,OK
486.213249,TraderOne,Tick,1088,1188,-100,100,124800,123700,56666,466134,446134,OK
486.533105,TraderOne,Tick,1088,1188,-100,100,124800,123700,56666,466134,446134,OK
486.752796,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
487.006128,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
487.21257,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
487.551421,TraderOne,Tick,1088,1188,-100,100,124900,123700,56666,466134,446134,OK
487.786591,TraderOne,Tick,1088,1188,-100,100,124900,123700,56666,466134,446134,OK
488.021889,TraderOne,Tick,1088,1188,-100,100,124100,123700,56666,466134,446134,OK
488.275684,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
488.578558,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
488.758479,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
488.951549,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
489.218989,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
489.492725,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
489.74611,TraderOne,Tick,1088,1188,-100,100,124600,123700,56666,466134,446134,OK
490.309863,TraderOne,Tick,1088,1188,-100,100,124600,123900,56666,466134,446134,OK
490.45229,TraderOne,Tick,1088,1188,-100,100,124600,123900,56666,466134,446134,OK
490.960386,TraderOne,Tick,1088,1188,-100,100,124600,123600,56666,466134,446134,OK
491.012033,TraderOne,Tick,1088,1188,-100,100,124600,123600,56666,466134,446134,OK
491.280968,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
491.534575,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
491.727157,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
492.154031,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
492.551626,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
492.742942,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
493.035544,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
493.603894,TraderOne,Tick,1088,1188,-100,100,124100,123600,56666,466134,446134,OK
493.729965,TraderOne,Tick,1088,1188,-100,100,124000,123600,56666,466134,446134,OK
494.042748,TraderOne,Tick,1088,1188,-100,100,123900,123600,56666,466134,446134,OK
494.288762,TraderOne,Tick,1088,1188,-100,100,123900,123600,56666,466134,446134,OK
494.489758,TraderOne,Tick,1088,1188,-100,100,123900,123600,56666,466134,446134,OK
494.750514,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
495.001413,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
495.304573,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
495.503262,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
495.711553,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
495.962586,TraderOne,Tick,1088,1188,-100,100,123900,123700,56666,466134,446134,OK
496.211606,TraderOne,Tick,1088,1188,-100,100,124200,123700,56666,466134,446134,OK
496.563805,TraderOne,Tick,1088,1188,-100,100,124200,123700,56666,466134,446134,OK
496.842471,TraderOne,Tick,1088,1188,-100,100,124200,123700,56666,466134,446134,OK
496.987578,TraderOne,Tick,1088,1188,-100,100,124200,123700,56666,466134,446134,OK
497.257507,TraderOne,Tick,1088,1188,-100,100,124200,123700,56666,466134,446134,OK
497.544777,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
497.718729,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
498.110982,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
498.277621,TraderOne,Tick,1088,1188,-100,100,124400,124000,56666,466134,446134,OK
498.549062,TraderOne,Tick,1088,1188,-100,100,123900,124000,56666,466134,476134,OK
498.773504,TraderOne,Tick,1088,1188,-100,100,123900,124000,56666,466134,476134,OK
499.109864,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
499.292965,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
499.532897,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
499.770899,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
500.057052,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
500.211307,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
500.543616,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
500.752187,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
501.034992,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
501.251766,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
501.614482,TraderOne,Tick,1088,1188,-100,100,123900,124300,56666,466134,486134,OK
501.706598,TraderOne,Tick,1185,1188,-3,3,123900,124500,59070,512230,512830,OK
502.018331,TraderOne,Tick,1185,1188,-3,3,123800,124500,59070,512230,512830,OK
502.21598,TraderOne,Tick,1185,1188,-3,3,123800,124500,59070,512230,512830,OK
502.549471,TraderOne,Tick,1185,1188,-3,3,123800,124500,59070,512230,512830,OK
502.730312,TraderOne,Tick,1185,1188,-3,3,123800,124500,59070,512230,512830,OK
503.041627,TraderOne,Tick,1208,1188,20,-20,124000,124500,59640,520860,516860,OK
503.458614,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
503.525071,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
503.788132,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
504.064228,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
504.278563,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
504.462407,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
504.773743,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
504.966253,TraderOne,Tick,1228,1188,40,-40,124000,124400,60136,528364,520364,OK
505.212314,TraderOne,Tick,1228,1188,40,-40,124800,124400,60136,528364,536364,OK
505.636896,TraderOne,Tick,1228,1188,40,-40,124800,124400,60136,528364,536364,OK
505.713929,TraderOne,Tick,1228,1188,40,-40,124800,124400,60136,528364,536364,OK
506.057757,TraderOne,Tick,1228,1188,40,-40,124800,124400,60136,528364,536364,OK
506.275442,TraderOne,Tick,1228,1188,40,-40,124800,124400,60136,528364,536364,OK
506.561378,TraderOne,Tick,1228,1188,40,-40,124800,124300,60136,528364,536364,OK
506.794951,TraderOne,Tick,1228,1188,40,-40,124800,124300,60136,528364,536364,OK
507.046694,TraderOne,Tick,1228,1188,40,-40,124800,124300,60136,528364,536364,OK
507.345072,TraderOne,Tick,1228,1188,40,-40,124900,124200,60136,528364,536364,OK
507.470456,TraderOne,Tick,1228,1188,40,-40,124900,124200,60136,528364,536364,OK
507.790195,TraderOne,Tick,1228,1188,40,-40,124900,124200,60136,528364,536364,OK
508.008435,TraderOne,Tick,1228,1188,40,-40,124900,124200,60136,528364,536364,OK
508.217629,TraderOne,Tick,1228,1188,40,-40,124900,124200,60136,528364,536364,OK
508.553111,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
508.743563,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
509.010405,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
509.291771,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
509.534703,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
509.78994,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
510.091819,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
510.256334,TraderOne,Tick,1228,1188,40,-40,124300,124200,60136,528364,532364,OK
510.604426,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
510.7256,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
510.998331,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
511.27733,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
511.611264,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
511.764618,TraderOne,Tick,1228,1188,40,-40,124800,124100,60136,528364,536364,OK
512.099066,TraderOne,Tick,1228,1188,40,-40,124800,123900,60136,528364,536364,OK
512.211268,TraderOne,Tick,1228,1188,40,-40,124600,123900,60136,528364,536364,OK
512.471032,TraderOne,Tick,1228,1188,40,-40,123800,123900,60136,528364,524364,OK
512.716293,TraderOne,Tick,1228,1188,40,-40,123800,123900,60136,528364,524364,OK
512.969315,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
513.275408,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
513.512562,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
513.847174,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
514.023957,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
514.363265,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
514.509331,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
514.774005,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
515.032439,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
515.245824,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
515.455859,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
515.784641,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
516.09398,TraderOne,Tick,1228,1188,40,-40,123700,123900,60136,528364,520364,OK
516.225027,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
516.544437,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
516.746752,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
516.986509,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
517.213783,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
517.553545,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
517.74472,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
518.027014,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
518.243893,TraderOne,Tick,1228,1194,34,-34,124600,123900,60286,529414,536214,OK
518.470405,TraderOne,Tick,1228,1194,34,-34,124400,124100,60286,529414,536214,OK
518.905397,TraderOne,Tick,1228,1194,34,-34,124400,124400,60286,529414,529414,OK
519.015587,TraderOne,Tick,1228,1194,34,-34,124400,124400,60286,529414,529414,OK
519.283733,TraderOne,Tick,1228,1194,34,-34,124400,124400,60286,529414,529414,OK
519.516989,TraderOne,Tick,1239,1194,45,-45,124000,124400,60559,532441,523441,OK
519.717278,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
520.052043,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
520.307748,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
520.504922,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
520.847266,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
520.986137,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
521.306359,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
521.503821,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
521.823396,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
522.015175,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
522.215012,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
522.480157,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
522.765575,TraderOne,Tick,1239,1194,45,-45,123700,124400,60559,532441,523441,OK
522.956113,TraderOne,Tick,1239,1194,45,-45,124700,124400,60559,532441,541441,OK
523.845372,TraderOne,Tick,1239,1194,45,-45,124700,123600,60559,532441,541441,OK
524.757844,TraderOne,Tick,1239,1224,15,-45,123600,123900,61305,4260695,540695,OK
525.079392,TraderOne,Tick,1239,1224,15,-15,123600,123900,61305,540695,537695,OK
525.2437,TraderOne,Tick,1239,1224,15,-15,123600,123900,61305,540695,537695,OK
525.528302,TraderOne,Tick,1239,1224,15,-15,124400,123900,61305,540695,543695,OK
525.857615,TraderOne,Tick,1239,1224,15,-15,123600,123700,61305,540695,539195,OK
525.975188,TraderOne,Tick,1239,1224,15,-15,123600,123700,61305,540695,539195,OK
526.269288,TraderOne,Tick,1239,1224,15,-15,123600,123700,61305,540695,539195,OK
526.485862,TraderOne,Tick,1239,1224,15,-15,123600,123700,61305,540695,539195,OK
528.404875,TraderOne,Tick,1239,1224,15,-15,123200,122700,61305,540695,543695,OK
530.114809,TraderOne,Tick,1239,1259,-20,-15,123300,123100,62168,4855332,542832,OK
530.364453,TraderOne,Tick,1239,1259,-20,20,123300,123200,62168,543332,541332,OK
530.478517,TraderOne,Tick,1239,1259,-20,20,123800,123200,62168,543332,539332,OK
530.71451,TraderOne,Tick,1239,1259,-20,20,123800,123200,62168,543332,539332,OK
530.956851,TraderOne,Tick,1239,1259,-20,20,123800,123100,62168,543332,539332,OK
531.383223,TraderOne,Tick,1239,1259,-20,20,123800,123200,62168,543332,539332,OK
531.510674,TraderOne,Tick,1239,1259,-20,20,123800,123200,62168,543332,539332,OK
531.815512,TraderOne,Tick,1239,1259,-20,20,123800,123200,62168,543332,539332,OK
532.045112,TraderOne,Tick,1239,1259,-20,20,123400,123200,62168,543332,539332,OK
532.279813,TraderOne,Tick,1239,1259,-20,20,123400,123200,62168,543332,539332,OK
532.486197,TraderOne,Tick,1239,1259,-20,20,123400,123200,62168,543332,539332,OK
532.709151,TraderOne,Tick,1239,1259,-20,20,123400,123200,62168,543332,539332,OK
533.039637,TraderOne,Tick,1239,1259,-20,20,123400,123400,62168,543332,543332,OK
533.274469,TraderOne,Tick,1239,1259,-20,20,124000,123400,62168,543332,539332,OK
533.524347,TraderOne,Tick,1239,1259,-20,20,124000,123400,62168,543332,539332,OK
533.772155,TraderOne,Tick,1239,1259,-20,20,124000,123400,62168,543332,539332,OK
533.993859,TraderOne,Tick,1239,1259,-20,20,124000,123400,62168,543332,539332,OK
534.390308,TraderOne,Tick,1239,1259,-20,20,124000,123400,62168,543332,539332,OK
534.612,TraderOne,Tick,1239,1259,-20,20,124000,123200,62168,543332,539332,OK
534.767954,TraderOne,Tick,1239,1259,-20,20,124000,123200,62168,543332,539332,OK
535.032242,TraderOne,Tick,1239,1279,-40,40,123600,123200,62662,548838,540838,OK
